Name,Position,Team,Passing_Yards,Rushing_Yards,Receiving_Yards,Passing_TDs,Rushing_TDs,Receiving_TD,FG_Made,FG_Missed,Extra_Points_Made,Interceptions_Thrown,Fumbles_Lost,Interceptions,Forced_Fumbles,Sacks,Blocked_Kicks,Blocked_Punts,Safeties,Kickoff_Return_TD,Punt_Return_TD,Defensive_TD,Rank,URL
T.Carradine,DT,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
A.Armstead,DE,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
S.Lotulelei,DT,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,204,
T.Davis,OLB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
S.Thompson,OLB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
T.Crawford,DT,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
C.Tapper,DE,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
D.Kennard,OLB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
J.Bromley,DT,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
K.Wynn,DE,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
S.Stephen,DT,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
A.Anzalone,DEF,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
T.Davis,MLB,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
S.Barrett,OLB,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
S.Harris,DE,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
B.Marshall,ILB,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
P.Onwuasor,DEF,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
N.Orchard,LB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
H.Ridgeway,DT,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
B.Dupree,OLB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
A.Branch,DE,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
W.Hayes,DE,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
C.Wake,DE,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
A.Donald,DT,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
J.Galette,LB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,204,
A.Lynch,OLB,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
J.Thomas,LB,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,204,
C.Munson,DEF,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
H.Ngata,DT,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
K.Williams,DB,CLE,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,
L.Thomas,DT,NYJ,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,
T.Taylor,RB,TEN,0,15,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,
J.Reed,TE,WAS,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,
W.Smallwood,RB,PHI,0,79,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,
J.Graham,TE,SEA,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,
T.Lewis,WR,NO,0,8,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,
K.Hogan,QB,CLE,118,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,
A.Humphries,WR,TB,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,
H.Henry,TE,LAC,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,
C.Clement,RB,PHI,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,
D.Harris,TE,KC,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,
J.Bellamy,WR,CHI,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,
C.Davis,WR,TEN,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,
D.Washington,RB,OAK,0,24,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,
S.Roberts,WR,OAK,0,0,39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,219,
J.Crowder,WR,WAS,0,0,113,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,219,
M.Breida,RB,SF,0,55,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,
R.Lewis,WR,NYG,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,
A.Peterson,RB,NO,0,77,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,
C.Ham,RB,MIN,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,
J.Hill,RB,CIN,0,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,
A.Erickson,WR,CIN,0,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,
R.Louis,WR,CLE,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,
Da.Johnson,RB,ARI,0,23,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,233,
J.Gresham,TE,ARI,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,
T.Bohanon,FB,JAX,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,
M.Brown,RB,LA,0,16,-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,
C.Beasley,WR,DAL,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,
O.Darkwa,RB,NYG,0,53,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,
P.Perkins,RB,NYG,0,48,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,
J.McKinnon,RB,MIN,0,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,
B.Oliver,RB,LAC,0,57,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,
C.Johnson,RB,ARI,0,61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,
J.Fowler,FB,TEN,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,
P.Dorsett,WR,NE,0,7,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,
G.Celek,TE,SF,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,
A.Shaheen,WR,CHI,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,
N.O'Leary,TE,BUF,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,
B.LaFell,WR,CIN,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,
S.Tolzien,QB,IND,128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,
K.Juszczyk,FB,SF,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,
B.Golden,WR,ARI,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,
J.Kerley,WR,NYJ,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,
R.Mallett,QB,BAL,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,
D.Lewis,RB,NE,0,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,
T.Eifert,TE,CIN,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,
J.Brown,WR,ARI,0,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,
I.Momah,TE,ARI,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,
T.Ervin,RB,HOU,0,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,
C.Fiedorowicz,TE,HOU,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,
K.Aiken,WR,IND,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,
G.Kittle,WR,SF,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,
L.Treadwell,WR,MIN,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,
C.Samuel,RB,CAR,0,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,
P.Barber,RB,TB,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,
J.Thomas,TE,MIA,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,
E.McGuire,RB,NYJ,0,63,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,255,
C.Godwin,WR,TB,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,
Z.Jones,WR,BUF,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
W.Tye,TE,NYJ,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
A.Stewart,WR,NYJ,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
D.Sims,TE,CHI,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
T.Kroft,TE,CIN,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
D.Woodhead,RB,BAL,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
N.Boyle,TE,BAL,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
E.Rogers,WR,PIT,0,0,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,273,
D.Washington,RB,DET,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
J.O'Shaughnessy,TE,JAX,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
D.Carrier,TE,LA,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
R.Turbin,RB,IND,0,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
A.Robinson,WR,SF,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
R.Ellison,TE,NYG,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
A.Derby,TE,DEN,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
J.Heuerman,TE,DEN,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
E.Dickson,TE,CAR,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
M.Hollins,WR,PHI,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
J.Hill,TE,NO,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
J.Adams,TE,NYG,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
A.Seferian-Jenkins,TE,NYJ,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,
E.Tomlinson,WR,NYJ,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
B.Cunningham,RB,CHI,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
T.Boyd,WR,CIN,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
M.Wallace,WR,BAL,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
M.Williams,TE,BAL,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
J.Conner,RB,PIT,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
S.Anderson,TE,HOU,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
T.Higbee,TE,LA,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
Q.Bray,WR,IND,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
J.Williams,RB,GB,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
G.Olsen,TE,CAR,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
C.Latimer,WR,DEN,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
A.Ekeler,WR,LAC,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
B.Miller,WR,HOU,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
R.Telfer,TE,CLE,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
K.Clay,WR,BUF,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
B.Williams,TE,IND,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
C.Williams,WR,ARI,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
T.Niklas,TE,ARI,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
K.Cole,WR,JAX,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
J.Hollister,WR,NE,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
O.Howard,WR,TB,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
T.Gentry,WR,CHI,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
J.Reynolds,WR,LA,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
R.Rodgers,TE,GB,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
J.Leslie,WR,CLE,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
M.Brown,RB,WAS,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
D.Thomas,WR,KC,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
A.Roberts,WR,ATL,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
M.Campanaro,WR,BAL,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
A.Benn,WR,JAX,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
A.Robinson,WR,JAX,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
B.Quick,WR,WAS,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
B.Celek,TE,PHI,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
T.Burton,TE,PHI,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
N.Vannett,TE,SEA,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
F.Whittaker,RB,CAR,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
L.Murray,RB,MIN,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
D.Fluellen,RB,TEN,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
A.Sherman,FB,KC,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
A.Cross,TE,TB,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
S.McGrath,TE,LAC,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
J.Grant,WR,MIA,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
A.Darboh,WR,SEA,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
J.Hardy,WR,ATL,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
D.Fells,TE,DET,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
N.Brown,WR,DAL,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
P.DiMarco,FB,BUF,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
B.Tate,WR,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
L.Johnson,RB,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
M.Burton,FB,CHI,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
K.White,WR,CHI,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
B.Perriman,WR,BAL,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
M.Dayes,RB,CLE,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
J.Davis,RB,LA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
M.Hazel,WR,IND,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
R.Sanchez,WR,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
J.Vogel,WR,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
T.Davis,WR,GB,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
E.Lacy,RB,SEA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
M.Palardy,WR,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
A.Morris,RB,DAL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
R.Switzer,RB,DAL,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
D.Harris,WR,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
D.Morgan,TE,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
J.Kuhn,RB,NO,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
T.Edmunds,WR,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
I.McKenzie,RB,DEN,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
D.Bond,WR,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
C.Milton,WR,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
E.Weems,WR,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
A.Hunt,RB,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
M.Hoomanawanui,TE,NO,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
J.Develin,FB,NE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
T.Watson,RB,PIT,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
B.Reedy,WR,TB,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
D.Watt,FB,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
M.Haack,QB,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
L.Smith,TE,OAK,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
C.Walford,TE,OAK,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
J.Holton,WR,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
N.Sterling,TE,NYJ,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
C.Peake,WR,NYJ,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
R.Smith,RB,DAL,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
T.Rawls,RB,SEA,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
V.Bolden,WR,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
A.Ripkowski,FB,GB,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
C.Matthews,WR,BAL,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
D.Henderson,RB,DEN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
A.Janovich,FB,DEN,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
D.Anderson,QB,CAR,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
D.Byrd,WR,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
Z.Zenner,FB,DET,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
M.Jones,RB,IND,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
D.Daniels,WR,IND,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
J.Todman,RB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
D.Williams,RB,MIA,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
P.Supernaw,TE,TEN,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
D.Inman,WR,LAC,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
D.Robinson,WR,KC,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
D.Moore,WR,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,
S.Mannion,QB,LA,12,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,
T.Austin,WR,LA,0,28,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,389,
J.Ross,RB,CIN,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,389,
R.Fitzpatrick,QB,TB,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,
C.Sims III,RB,TB,0,6,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,389,
K.Drake,RB,MIA,0,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,
R.Mostert,RB,SF,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,389,
C.Henne,QB,JAX,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,
N.Paul,TE,WAS,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,
K.Raymond,WR,NYJ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,395,
T.Savage,QB,HOU,62,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,395,
P.Cooper,WR,LA,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,395,
D.McCourty,FS,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
D.Harris,ILB,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
L.Guy,DE,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
D.Hightower,OLB,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
A.Branch,DT,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
M.Brown,DT,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
K.Van Noy,OLB,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
M.Butler,CB,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
A.Butler,DEF,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
P.Chung,SS,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
E.Rowe,CB,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
R.Miller,DT,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
P.Gaines,CB,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
E.Murray,CB,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
D.Johnson,ILB,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
F.Zombo,OLB,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
R.Parker,SS,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
E.Berry,FS,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
D.Sorensen,DB,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
P.Brown,MLB,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
R.Humber,LB,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,
