Name,Position,Team,Passing_Yards,Rushing_Yards,Receiving_Yards,Passing_TDs,Rushing_TDs,Receiving_TD,FG_Made,FG_Missed,Extra_Points_Made,Interceptions_Thrown,Fumbles_Lost,Interceptions,Forced_Fumbles,Sacks,Blocked_Kicks,Blocked_Punts,Safeties,Kickoff_Return_TD,Punt_Return_TD,Defensive_TD,Punting_i20,Punting_Yards
C.Long,DE,PHI,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
C.Graham,DB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Jernigan,DT,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0
J.Watkins,CB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Jenkins,SS,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.McLeod,FS,PHI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N.Bradham,OLB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V.Curry,DE,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P.Robinson,DB,PHI,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
R.Darby,CB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Barnett,DE,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
M.Kendricks,OLB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B.Graham,DE,PHI,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,0,0,0,0,0,0,0,0
J.Goff,QB,LA,1489,32,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S.Mannion,QB,LA,12,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Austin,WR,LA,0,103,24,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
M.Brown,RB,LA,0,33,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Gurley,RB,LA,0,521,245,0,4,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
J.Davis,RB,LA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Carrier,TE,LA,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Watkins,WR,LA,0,0,222,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G.Everett,TE,LA,0,0,154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Woods,WR,LA,0,8,322,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T.Higbee,TE,LA,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Kupp,WR,LA,0,0,265,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Johnson,CB,LA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
G.Zuerlein,K,LA,0,0,0,0,0,0,17,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Hekker,P,LA,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1079
P.Cooper,WR,LA,0,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
K.Webster,CB,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Countess,CB,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Ogletree,ILB,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
L.Joyner,FS,LA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
T.Walker,DE,LA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
N.Robey,CB,LA,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
C.Barwin,OLB,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
J.Johnson,SS,LA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S.Ebukam,LB,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Quinn,OLB,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
M.Barron,ILB,LA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
M.Alexander,,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Hatfield,DB,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Longacre,LB,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
E.Westbrooks,DE,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M.Fox,DE,LA,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0,0,0,0,0,0,0,0
T.Smart,DE,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Littleton,MLB,LA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B.Hager,ILB,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Brockers,NT,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
J.Brissett,QB,IND,1209,98,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S.Tolzien,QB,IND,128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Mack,RB,IND,0,130,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F.Gore,RB,IND,0,288,100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Turbin,RB,IND,0,53,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Hazel,,IND,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Doyle,TE,IND,0,0,213,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
T.Hilton,WR,IND,0,0,485,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
D.Moncrief,WR,IND,0,0,241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Aiken,WR,IND,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.George,ILB,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
A.Vinatieri,K,IND,0,0,0,0,0,0,12,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Sanchez,P,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1526
Q.Bray,WR,IND,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Hairston,CB,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
H.Anderson,DE,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Sheard,OLB,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
J.Bostic,ILB,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Morrison,ILB,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Woods,NT,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M.Farley,SS,IND,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
D.Butler,FS,IND,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
T.Green,CB,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Melvin,CB,IND,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Q.Wilson,CB,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Hunt,DE,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B.Mingo,LB,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Hankins,DE,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
J.Simon,OLB,IND,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
M.Hooker,FS,IND,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
A.Rodgers,QB,GB,1385,83,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T.Montgomery,RB,GB,0,180,132,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Williams,RB,GB,0,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Bennett,TE,GB,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Adams,WR,GB,0,0,339,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.Kendricks,TE,GB,0,0,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Nelson,WR,GB,0,0,290,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Cobb,WR,GB,0,10,246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Fackrell,OLB,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Linsley,C,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Crosby,K,GB,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Vogel,P,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1232
T.Davis,WR,GB,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.House,CB,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Martinez,ILB,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A.Brooks,OLB,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C.Matthews,OLB,GB,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0,0,0,0,0,0,0,0
N.Perry,OLB,GB,0,0,0,0,0,0,0,0,0,0,1,0,1,2.5,0,0,0,0,0,0,0,0
K.Clark,NT,GB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M.Burnett,SS,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Randall,CB,GB,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Q.Rollins,CB,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Ryan,ILB,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Brice,DB,GB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
H.Clinton-Dix,FS,GB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M.Daniels,DE,GB,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0
R.Wilson,QB,SEA,1222,154,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
E.Lacy,RB,SEA,0,74,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Carson,RB,SEA,0,208,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Baldwin,WR,SEA,0,-3,284,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Prosise,RB,SEA,0,20,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Vannett,TE,SEA,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.Richardson,WR,SEA,0,0,208,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Lockett,WR,SEA,0,31,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Graham,TE,SEA,0,0,179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Walsh,K,SEA,0,0,0,0,0,0,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Ryan,P,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1244
K.Wright,OLB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Sherman,CB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Jones,DT,SEA,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0
M.Bennett,DE,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0
T.Garvin,OLB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K.Chancellor,SS,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Smith,DE,SEA,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0
S.Griffin,DB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Avril,DE,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
D.Bass,OLB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
E.Thomas,FS,SEA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
B.Wagner,MLB,SEA,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0
F.Clark,DE,SEA,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0,0,0,0,0,0,0,0
J.Reed,DT,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Richardson,DT,SEA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
J.Lane,CB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Coleman,CB,SEA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B.Hoyer,QB,SF,1245,7,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M.Breida,RB,SF,0,141,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Hyde,RB,SF,0,360,142,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Juszczyk,FB,SF,0,11,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.Garcon,WR,SF,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Goodwin,WR,SF,0,6,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G.Kittle,TE,SF,0,0,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Taylor,WR,SF,0,0,110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Robinson,WR,SF,0,0,153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Robinson,CB,SF,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
R.Gould,K,SF,0,0,0,0,0,0,15,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Pinion,P,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1432
E.Mitchell,DT,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Carradine,DE,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R.Armstrong,OLB,SF,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
D.Johnson,CB,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Williams,DB,SF,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
R.Foster,OLB,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Armstead,DE,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0
J.Tartt,FS,SF,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0
E.Harold,OLB,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
D.Jones,DT,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Thomas,DE,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
X.Cooper,,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
D.Watson,LB,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Bowman,MLB,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Buckner,DT,SF,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0
E.Reid,SS,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Newton,QB,CAR,1476,161,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Stewart,RB,CAR,0,247,44,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C.McCaffrey,RB,CAR,0,104,293,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
F.Whittaker,RB,CAR,0,10,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Benjamin,WR,CAR,0,0,371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Shepard,WR,CAR,0,0,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Funchess,WR,CAR,0,0,305,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G.Olsen,TE,CAR,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Lotulelei,DT,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
G.Gano,K,CAR,0,0,0,0,0,0,15,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Palardy,P,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,938
K.Love,DE,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Adams,SS,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Davis,OLB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
W.Horton,DE,CAR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
M.Addison,DE,CAR,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
K.Coleman,FS,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.Kuechly,MLB,CAR,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
K.Short,DT,CAR,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
S.Thompson,OLB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
J.Peppers,DE,CAR,0,0,0,0,0,0,0,0,0,0,0,0,1,6.5,0,0,0,0,0,0,0,0
D.Worley,CB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Bradberry,CB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
D.Prescott,QB,DAL,1192,126,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Morris,RB,DAL,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.Elliott,RB,DAL,0,393,134,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Butler,WR,DAL,0,0,207,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Beasley,WR,DAL,0,0,109,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Witten,TE,DAL,0,0,229,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
D.Bryant,WR,DAL,0,0,264,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Williams,WR,DAL,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Bailey,K,DAL,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Jones,P,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,878
R.Switzer,WR,DAL,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
J.Durant,OLB,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Crawford,DE,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
J.Smith,OLB,DAL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
J.Heath,SS,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Tapper,DE,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
O.Scandrick,CB,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Brown,CB,DAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
D.Lawrence,DE,DAL,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0
S.Paea,DT,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Frazier,SS,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Lee,MLB,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Collins,DT,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
B.Jones,FS,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Wilson,OLB,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Carroll,,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Awuzie,CB,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.Manning,QB,NYG,1466,21,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O.Darkwa,RB,NYG,0,239,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.Perkins,RB,NYG,0,61,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Shepard,WR,NYG,0,13,263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Ellison,TE,NYG,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Lewis,WR,NYG,0,0,117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.Engram,TE,NYG,0,0,282,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Vereen,RB,NYG,0,69,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Marshall,WR,NYG,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Rosas,K,NYG,0,0,0,0,0,0,7,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Wing,P,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1519
D.Harris,WR,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Kennard,OLB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
D.Harrison,DT,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
D.Rodgers-Cromarti,CB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
L.Collins,SS,NYG,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
R.Thomas,NT,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Thompson,FS,NYG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
J.Casillas,OLB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Jenkins,CB,NYG,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
D.Tomlinson,DT,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Goodson,MLB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O.Vernon,DE,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
J.Pierre-Paul,DE,NYG,0,0,0,0,0,0,0,0,0,0,0,0,2,4.5,0,0,0,0,0,0,0,0
R.Okwara,DE,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Bromley,DT,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K.Wynn,DE,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E.Apple,CB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
