Name,Position,Team,Passing_Yards,Rushing_Yards,Receiving_Yards,Passing_TDs,Rushing_TDs,Receiving_TD,FG_Made,FG_Missed,Extra_Points_Made,Interceptions_Thrown,Fumbles_Lost,Interceptions,Forced_Fumbles,Sacks,Blocked_Kicks,Blocked_Punts,Safeties,Kickoff_Return_TD,Punt_Return_TD,Defensive_TD,Punting_i20,Punting_Yards
C.Kirksey,OLB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0
L.Ogunjobi,DT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Schobert,MLB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
D.Shelton,DT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Nassib,DE,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
J.Taylor,CB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Coley,DT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B.Roethlisberger,QB,PIT,1521,-6,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
J.Conner,RB,PIT,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.Bell,RB,PIT,0,550,156,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Bryant,WR,PIT,0,20,231,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.James,TE,PIT,0,0,151,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.Rogers,WR,PIT,0,0,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A.Brown,WR,PIT,0,0,700,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Boswell,K,PIT,0,0,0,0,0,0,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Berry,P,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1162
J.Smith-Schuster,WR,PIT,0,0,192,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Watt,OLB,PIT,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
S.Tuitt,DE,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
R.Shazier,ILB,PIT,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
J.Hargrave,NT,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
M.Mitchell,FS,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Haden,CB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A.Chickillo,OLB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
T.Alualu,DE,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Davis,SS,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Heyward,DE,PIT,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
W.Gay,FS,PIT,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
J.Wilcox,FS,PIT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L.Walton,DE,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Burns,CB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Hilton,DB,PIT,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
V.Williams,ILB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
M.Stafford,QB,DET,1428,57,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
K.Redfern,P,DET,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
A.Abdullah,RB,DET,0,342,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Riddick,RB,DET,0,39,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G.Tate,WR,DET,0,9,363,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Washington,RB,DET,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Jones,WR,DET,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.Ebron,TE,DET,0,0,102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Golladay,WR,DET,0,0,102,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Jones,WR,DET,0,0,280,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Davis,LB,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M.Prater,K,DET,0,0,0,0,0,0,10,2,15,0,0,0,0,0,0,0,0,0,0,0,1,139
J.Agnew,CB,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
A.Spence,DT,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Ledbetter,DE,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Washington,DE,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Whitehead,OLB,DET,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q.Diggs,CB,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Wilson,SS,DET,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
A.Zettel,DE,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
M.Killebrew,SS,DET,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
D.Slay,CB,DET,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
A.Robinson,DT,DET,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
N.Lawson,CB,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G.Quin,FS,DET,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
E.Ansah,DE,DET,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
J.Valoaga,DE,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
D.Hayden,DB,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Palmer,QB,ARI,1857,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Brown,WR,ARI,0,10,168,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Da.Johnson,RB,ARI,0,23,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K.Williams,RB,ARI,0,46,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Nelson,WR,ARI,0,30,277,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A.Ellington,RB,ARI,0,49,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Gresham,TE,ARI,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.Fitzgerald,WR,ARI,0,0,465,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ja.Brown,WR,ARI,0,0,274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.Dawson,K,ARI,0,0,0,0,0,0,10,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Lee,P,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1420
J.Bethel,CB,ARI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C.Jones,OLB,ARI,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
C.Peters,NT,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I.Momah,TE,ARI,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Bethea,SS,ARI,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
J.Mauro,DE,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M.Golden,OLB,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X.Williams,NT,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
T.Mathieu,FS,ARI,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
F.Rucker,DE,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
P.Peterson,CB,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Branch,SS,ARI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
J.Bynes,LB,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K.Dansby,ILB,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H.Reddick,ILB,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Watson,QB,HOU,1297,202,0,15,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T.Savage,QB,HOU,62,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
L.Miller,RB,HOU,0,372,175,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Ervin,RB,HOU,0,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Foreman,RB,HOU,0,207,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
D.Hopkins,WR,HOU,0,0,382,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Anderson,TE,HOU,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Fiedorowicz,TE,HOU,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Fairbairn,K,HOU,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Lechler,P,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1602
A.Hal,FS,HOU,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
B.Scarlett,LB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Peters,LB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.Pleasant,DB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Clowney,OLB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
W.Mercilus,OLB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
K.Johnson,CB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Covington,DE,HOU,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
D.Reader,NT,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Z.Cunningham,ILB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C.Moore,SS,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Jackson,CB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
B.McKinney,ILB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
J.Joseph,CB,HOU,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
J.Heath,DE,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M.Gilchrist,SS,HOU,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
B.Cushing,ILB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Watt,DE,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Dunn,DT,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Bortles,QB,JAX,1068,126,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
L.Fournette,RB,JAX,0,596,136,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Bohanon,FB,JAX,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Ivory,RB,JAX,0,162,143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Hurns,WR,JAX,0,0,244,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Benn,WR,JAX,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Robinson,WR,JAX,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.O'Shaughnessy,TE,JAX,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Fowler,DE,JAX,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
Y.Ngakoue,DE,JAX,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0
A.Jones,DT,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0
J.Myers,,JAX,0,0,0,0,0,0,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Nortman,P,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1408
M.Lee,WR,JAX,0,17,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Ramsey,CB,JAX,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
M.Jackson,DT,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0
T.Gipson,FS,JAX,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
A.Colvin,CB,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Jack,OLB,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C.Campbell,DE,JAX,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,0,0,0,0,0,0,0,0
L.McCray,DE,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0
B.Church,SS,JAX,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
T.Smith,OLB,JAX,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
S.Day,DT,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Smoot,DE,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.Ankou,DT,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Bouye,CB,JAX,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
P.Posluszny,MLB,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Mariota,QB,TEN,1098,116,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Henry,RB,TEN,0,318,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Murray,RB,TEN,0,313,86,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
D.Walker,TE,TEN,0,-2,261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Davis,WR,TEN,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Matthews,WR,TEN,0,-3,353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Taylor,WR,TEN,0,26,133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.Decker,WR,TEN,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Succop,K,TEN,0,0,0,0,0,0,16,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Kern,P,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1493
A.Jackson,CB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
L.Ryan,CB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Orakpo,OLB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
A.Johnson,NT,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Williamson,ILB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
T.Smith,CB,TEN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
J.Cyprien,SS,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Klug,DE,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.Walden,LB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
D.Searcy,SS,TEN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B.McCain,CB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Byard,FS,TEN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
D.Jones,DE,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Morgan,OLB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
S.Williams,NT,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.Woodyard,ILB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
J.Brown,LB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Carr,QB,OAK,924,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Richard,RB,OAK,0,127,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Lynch,RB,OAK,0,257,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Washington,RB,OAK,0,20,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Patterson,WR,OAK,0,124,53,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Cooper,WR,OAK,0,0,146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Roberts,WR,OAK,0,0,157,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M.Crabtree,WR,OAK,0,0,304,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Cook,TE,OAK,0,0,209,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
G.Tavecchio,K,OAK,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
M.King,P,OAK,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1422
T.Carrie,CB,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Nelson,FS,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.James,OLB,OAK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
D.Amerson,CB,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Irvin,OLB,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
D.Autry,DE,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
E.Vanderdoes,DT,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Morrow,LB,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Ellis,DT,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
M.Edwards,DE,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0
K.Joseph,SS,OAK,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
K.Mack,DE,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
T.Adams,DEF,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Smith,CB,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.McDonald,CB,OAK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M.Lee,MLB,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.Cousins,QB,WAS,1334,103,0,9,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
C.Thompson,RB,WAS,0,175,340,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R.Kelley,RB,WAS,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.Grant,WR,WAS,0,0,158,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Pryor,WR,WAS,0,0,209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Crowder,WR,WAS,0,11,121,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
B.Quick,WR,WAS,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Reed,TE,WAS,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Foster,ILB,WAS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
D.Hopkins,K,WAS,0,0,0,0,0,0,9,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Way,P,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,937
B.Breeland,CB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.McGee,DE,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Norman,CB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
T.McClain,DT,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K.Fuller,CB,WAS,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Z.Brown,ILB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.Ioannidis,DT,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0
R.Kerrigan,OLB,WAS,0,0,0,0,0,0,0,0,0,0,0,1,1,3.5,0,0,0,0,0,0,0,0
D.Swearinger,FS,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P.Smith,OLB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0
D.Everett,SS,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Allen,DE,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C.Wentz,QB,PHI,1584,133,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
D.Sproles,RB,PHI,0,61,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
L.Blount,RB,PHI,0,390,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.Smallwood,RB,PHI,0,113,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.Celek,TE,PHI,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.Jeffery,WR,PHI,0,0,317,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z.Ertz,TE,PHI,0,0,405,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N.Agholor,WR,PHI,0,0,321,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Smith,WR,PHI,0,-3,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F.Cox,DT,PHI,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0,0,0,0,0,0,0,0
J.Hicks,MLB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Burton,TE,PHI,0,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.Sturgis,K,PHI,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D.Jones,P,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1050
D.Vaeao,DT,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Mills,CB,PHI,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
